0.000000	0.000000	0.000000	
2.000000	0.000000	0.000000	
4.000000	0.000000	0.000000	
6.000000	0.000000	0.000000	
8.000000	0.000000	0.000000	
10.000000	0.528538	0.000000	
12.000000	3.260273	1.490121	
14.000000	3.310001	2.953631	
16.000000	2.994637	2.672221	
18.000000	2.709320	2.417622	
20.000000	2.693027	2.187282	
22.000000	3.472449	2.163734	
24.000000	3.829349	2.877301	
26.000000	3.698291	2.975814	
28.000000	3.533149	2.882298	
30.000000	3.710800	2.789321	
32.000000	4.005322	3.260247	
34.000000	4.234183	3.523056	
36.000000	4.059188	3.559622	
38.000000	3.999012	3.405787	
40.000000	4.500598	3.854295	
42.000000	4.165403	3.866772	
44.000000	4.049306	3.687894	
46.000000	3.892289	3.892749	
48.000000	3.888606	4.081285	
50.000000	3.562960	3.871814	
52.000000	3.641510	4.068456	
54.000000	3.529122	3.861108	
56.000000	3.518045	4.065670	
58.000000	3.325387	4.438061	
60.000000	3.145834	4.209072	
62.000000	3.076715	3.998058	
64.000000	2.879313	4.158882	
66.000000	2.838974	3.947027	
68.000000	2.982398	4.711245	
70.000000	2.790678	4.262377	
72.000000	2.615752	4.035205	
74.000000	2.549582	4.407056	
76.000000	2.350956	4.366248	
78.000000	2.173178	4.139784	
80.000000	2.152076	4.120268	
82.000000	2.321831	4.087372	
84.000000	2.472292	4.448196	
86.000000	2.236742	4.581060	
88.000000	2.023635	4.144597	
90.000000	2.062896	4.324096	
92.000000	2.094428	4.471846	
94.000000	2.039545	4.045786	
96.000000	2.311641	4.034934	
98.000000	2.269659	4.367587	
100.000000	2.189558	4.507882	
102.000000	2.117973	4.078390	
104.000000	2.195231	4.254238	
106.000000	2.309075	4.615709	
108.000000	2.089075	4.358035	
110.000000	2.124720	4.703722	
112.000000	2.060119	4.639417	
114.000000	2.008265	4.377671	
116.000000	2.148615	3.960585	
118.000000	2.269809	4.497602	
120.000000	2.195055	4.449111	
122.000000	2.031102	4.585896	
124.000000	1.885567	4.327454	
126.000000	1.892049	4.104211	
128.000000	2.092237	3.892556	
130.000000	2.441281	5.018150	
132.000000	2.208686	4.717187	
134.000000	1.998252	4.267753	
136.000000	1.853390	4.412943	
138.000000	1.908604	3.992494	
140.000000	1.775466	4.686166	
142.000000	1.699390	4.239686	
144.000000	1.957968	4.031059	
146.000000	1.816153	4.557802	
148.000000	1.735657	4.309795	
150.000000	1.709824	4.260246	
152.000000	1.908541	4.424856	
154.000000	1.866220	4.365234	
156.000000	1.828619	4.313517	
158.000000	1.837448	4.643565	
160.000000	1.800693	4.201145	
162.000000	1.911973	4.559720	
164.000000	2.053098	4.317687	
166.000000	1.997613	4.821732	
168.000000	1.943944	4.554256	
170.000000	1.946449	4.314683	
172.000000	1.899498	4.092658	
174.000000	2.267405	4.623294	
176.000000	2.051376	4.556338	
178.000000	1.948196	4.302507	
180.000000	1.806978	4.432971	
182.000000	1.820770	4.192253	
184.000000	2.066048	4.544684	
186.000000	2.098907	4.697135	
188.000000	2.130141	4.249611	
190.000000	2.252187	4.592582	
192.000000	2.181677	4.531829	
194.000000	2.068942	4.470678	
196.000000	2.057523	4.604258	
198.000000	2.049032	4.347219	
200.000000	2.089712	4.301807	
202.000000	2.125856	4.638868	
204.000000	2.017018	4.377625	
206.000000	2.014521	4.346311	
208.000000	1.867995	4.672290	
210.000000	1.783146	4.602481	
212.000000	1.749156	4.163974	
214.000000	1.858999	4.528354	
216.000000	1.912537	4.475088	
218.000000	1.778781	4.227203	
220.000000	1.936643	4.587993	
222.000000	1.935357	4.517073	
224.000000	1.889567	4.086705	
226.000000	1.984617	4.241395	
228.000000	2.121189	4.595127	
230.000000	2.052285	4.336699	
232.000000	1.997084	4.472995	
234.000000	2.042782	4.226654	
236.000000	1.986588	4.561138	
238.000000	2.033174	4.317055	
240.000000	1.931223	4.091054	
242.000000	2.168043	4.819087	
244.000000	2.055892	4.553795	
246.000000	2.095406	4.309936	
248.000000	1.989202	4.273853	
250.000000	2.306739	4.229025	
252.000000	2.221726	4.750177	
254.000000	2.195291	4.297599	
256.000000	2.212737	4.438083	
258.000000	2.326597	4.966729	
260.000000	2.104929	4.493519	
262.000000	2.091277	4.244772	
264.000000	2.126230	4.394379	
266.000000	2.062948	4.512041	
268.000000	1.959576	4.444547	
270.000000	1.913273	4.405896	
272.000000	1.918924	4.172828	
274.000000	2.197201	4.707191	
276.000000	2.124206	4.624763	
278.000000	1.968615	4.368057	
280.000000	1.969888	4.325301	
282.000000	1.969789	4.665627	
284.000000	1.875250	4.221106	
286.000000	1.978786	4.184197	
288.000000	2.018366	4.712413	
290.000000	1.969656	4.444164	
292.000000	1.877617	4.391742	
294.000000	1.790381	4.730930	
296.000000	1.847886	4.470192	
298.000000	1.911980	4.044291	
300.000000	2.142717	4.586858	
302.000000	2.072431	4.512684	
304.000000	2.060551	4.264828	
306.000000	2.191935	4.606804	
308.000000	2.446552	4.738577	
310.000000	2.261195	4.641841	
312.000000	2.092318	4.199587	
314.000000	2.162512	4.530787	
316.000000	2.002457	4.477729	
318.000000	1.859531	4.234574	
320.000000	2.002447	4.196678	
322.000000	2.084158	4.719269	
324.000000	1.977361	4.651083	
326.000000	2.019387	4.391870	
328.000000	1.966621	4.348045	
330.000000	2.054240	4.297514	
332.000000	2.001278	4.443371	
334.000000	2.094112	4.394382	
336.000000	2.171437	4.337164	
338.000000	2.197422	4.641045	
340.000000	2.082282	4.393691	
342.000000	2.112210	4.530169	
344.000000	1.959795	4.666797	
346.000000	1.960101	4.416989	
348.000000	2.051999	4.175533	
350.000000	2.322461	4.721958	
352.000000	2.145807	4.450997	
354.000000	2.218979	4.991361	
356.000000	2.007564	4.706767	
358.000000	1.816291	4.453150	
360.000000	1.928445	4.215580	
362.000000	1.790120	4.364425	
364.000000	1.899598	4.517676	
366.000000	1.860537	4.466488	
368.000000	1.866644	4.424366	
370.000000	1.880019	4.387158	
372.000000	2.116234	4.338485	
374.000000	2.004298	4.838585	
376.000000	1.906829	4.377586	
378.000000	2.056537	4.340063	
380.000000	1.950974	4.662270	
382.000000	1.858513	4.218069	
384.000000	1.870209	4.354353	
386.000000	1.827818	4.846876	
388.000000	1.653671	4.385086	
390.000000	1.544822	4.162605	
392.000000	1.675310	4.308676	
394.000000	1.932321	4.457821	
396.000000	1.841367	4.215647	
398.000000	1.899976	4.551331	
400.000000	1.718955	4.659499	
402.000000	1.786234	4.215562	
404.000000	1.709180	4.564275	
406.000000	1.737558	4.324234	
408.000000	1.760183	4.269657	
410.000000	1.826091	4.415942	
412.000000	2.071225	4.769166	
414.000000	2.011772	4.697248	
416.000000	1.820099	4.614013	
418.000000	1.695029	4.174408	
420.000000	1.957941	4.350578	
422.000000	2.331260	4.670565	
424.000000	2.109148	4.590237	
426.000000	2.005609	4.335447	
428.000000	1.904213	4.300579	
430.000000	1.955758	4.444594	
432.000000	1.959455	4.204140	
434.000000	2.095576	4.747619	
